combination_key,o_band,c_band,e_band,a_band,n_band,nearest_canonical_profile_key,profile_label_zh,profile_match_confidence,canonical_profile_usage,profile_label_public_allowed,interpretation_scope,tension_level,primary_axis_zh,primary_trait_band_assets,primary_coupling_assets,facet_route_priorities,scenario_priorities,runtime_use,production_use_allowed,ready_for_pilot
O1_C1_E3_A3_N5,very_low,very_low,mid,mid,very_high,overloaded_internalizer,高负荷内耗型,low,generic_band_route,false,high_tension_or_mixed,very_high,实际五维路由｜高情绪 / 低开放 / 低尽责,O_very_low|C_very_low|E_mid|A_mid|N_very_high,c_low_x_n_high|a_mid_x_n_high,压力信号感知|恢复阈值|启动与续航|条理能力|现实过滤下的开放,stress_recovery|workplace|personal_growth|relationships|collaboration,staging_only,false,false
O1_C1_E3_A4_N1,very_low,very_low,mid,high,very_low,orderly_supporter,秩序维护型支持者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜低情绪 / 低开放 / 低尽责,O_very_low|C_very_low|E_mid|A_high|N_very_low,,启动与续航|条理能力|现实过滤下的开放|合作承接|关系缓冲,workplace|relationships|collaboration|personal_growth|stress_recovery,staging_only,false,false
O1_C1_E3_A4_N2,very_low,very_low,mid,high,low,orderly_supporter,秩序维护型支持者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜低开放 / 低尽责 / 低情绪,O_very_low|C_very_low|E_mid|A_high|N_low,,启动与续航|条理能力|现实过滤下的开放|合作承接|关系缓冲,workplace|relationships|collaboration|personal_growth|stress_recovery,staging_only,false,false
O1_C1_E3_A4_N3,very_low,very_low,mid,high,mid,complex_explorer_low_structure,复杂理解型探索者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜低开放 / 低尽责 / 高宜人,O_very_low|C_very_low|E_mid|A_high|N_mid,,启动与续航|条理能力|现实过滤下的开放|合作承接|关系缓冲,personal_growth|workplace|collaboration|stress_recovery|relationships,staging_only,false,false
O1_C1_E3_A4_N4,very_low,very_low,mid,high,high,sensitive_independent_thinker,敏锐的独立思考者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜低开放 / 低尽责 / 高情绪,O_very_low|C_very_low|E_mid|A_high|N_high,c_low_x_n_high,压力信号感知|恢复阈值|启动与续航|条理能力|现实过滤下的开放,workplace|relationships|stress_recovery|personal_growth|collaboration,staging_only,false,false
O1_C1_E3_A4_N5,very_low,very_low,mid,high,very_high,overloaded_internalizer,高负荷内耗型,low,generic_band_route,false,high_tension_or_mixed,very_high,实际五维路由｜高情绪 / 低开放 / 低尽责,O_very_low|C_very_low|E_mid|A_high|N_very_high,c_low_x_n_high,压力信号感知|恢复阈值|启动与续航|条理能力|现实过滤下的开放,stress_recovery|workplace|personal_growth|relationships|collaboration,staging_only,false,false
O1_C1_E3_A5_N1,very_low,very_low,mid,very_high,very_low,orderly_supporter,秩序维护型支持者,low,generic_band_route,false,high_tension_or_mixed,very_high,实际五维路由｜低情绪 / 低开放 / 低尽责,O_very_low|C_very_low|E_mid|A_very_high|N_very_low,,启动与续航|条理能力|现实过滤下的开放|合作承接|关系缓冲,workplace|relationships|collaboration|personal_growth|stress_recovery,staging_only,false,false
O1_C1_E3_A5_N2,very_low,very_low,mid,very_high,low,orderly_supporter,秩序维护型支持者,low,generic_band_route,false,high_tension_or_mixed,very_high,实际五维路由｜低开放 / 低尽责 / 高宜人,O_very_low|C_very_low|E_mid|A_very_high|N_low,,启动与续航|条理能力|现实过滤下的开放|合作承接|关系缓冲,workplace|relationships|collaboration|personal_growth|stress_recovery,staging_only,false,false
O1_C1_E3_A5_N3,very_low,very_low,mid,very_high,mid,orderly_supporter,秩序维护型支持者,low,generic_band_route,false,high_tension_or_mixed,very_high,实际五维路由｜低开放 / 低尽责 / 高宜人,O_very_low|C_very_low|E_mid|A_very_high|N_mid,,启动与续航|条理能力|现实过滤下的开放|合作承接|关系缓冲,workplace|relationships|collaboration|personal_growth|stress_recovery,staging_only,false,false
O1_C1_E3_A5_N4,very_low,very_low,mid,very_high,high,sensitive_independent_thinker,敏锐的独立思考者,low,generic_band_route,false,high_tension_or_mixed,very_high,实际五维路由｜低开放 / 低尽责 / 高宜人,O_very_low|C_very_low|E_mid|A_very_high|N_high,c_low_x_n_high,压力信号感知|恢复阈值|启动与续航|条理能力|现实过滤下的开放,workplace|relationships|stress_recovery|personal_growth|collaboration,staging_only,false,false
O1_C1_E3_A5_N5,very_low,very_low,mid,very_high,very_high,overloaded_internalizer,高负荷内耗型,low,generic_band_route,false,high_tension_or_mixed,very_high,实际五维路由｜高情绪 / 低开放 / 低尽责,O_very_low|C_very_low|E_mid|A_very_high|N_very_high,c_low_x_n_high,压力信号感知|恢复阈值|启动与续航|条理能力|现实过滤下的开放,stress_recovery|workplace|personal_growth|relationships|collaboration,staging_only,false,false
O1_C1_E4_A1_N1,very_low,very_low,high,very_low,very_low,connective_coordinator,连接驱动协调者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜低情绪 / 低开放 / 低尽责,O_very_low|C_very_low|E_high|A_very_low|N_very_low,,启动与续航|条理能力|表达强度|现实过滤下的开放|边界表达,collaboration|relationships|workplace|personal_growth|stress_recovery,staging_only,false,false
O1_C1_E4_A1_N2,very_low,very_low,high,very_low,low,sharp_exploratory_driver,锋利探索推进者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜低开放 / 低尽责 / 低宜人,O_very_low|C_very_low|E_high|A_very_low|N_low,,启动与续航|条理能力|表达强度|现实过滤下的开放|边界表达,workplace|collaboration|relationships|personal_growth|stress_recovery,staging_only,false,false
O1_C1_E4_A1_N3,very_low,very_low,high,very_low,mid,sharp_exploratory_driver,锋利探索推进者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜低开放 / 低尽责 / 低宜人,O_very_low|C_very_low|E_high|A_very_low|N_mid,,启动与续航|条理能力|表达强度|现实过滤下的开放|边界表达,workplace|collaboration|relationships|personal_growth|stress_recovery,staging_only,false,false
O1_C1_E4_A1_N4,very_low,very_low,high,very_low,high,sensitive_independent_thinker,敏锐的独立思考者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜低开放 / 低尽责 / 低宜人,O_very_low|C_very_low|E_high|A_very_low|N_high,c_low_x_n_high|e_high_x_n_high|a_low_x_n_high,压力信号感知|恢复阈值|启动与续航|条理能力|表达强度,workplace|relationships|stress_recovery|personal_growth|collaboration,staging_only,false,false
O1_C1_E4_A1_N5,very_low,very_low,high,very_low,very_high,overloaded_internalizer,高负荷内耗型,low,generic_band_route,false,high_tension_or_mixed,very_high,实际五维路由｜高情绪 / 低开放 / 低尽责,O_very_low|C_very_low|E_high|A_very_low|N_very_high,c_low_x_n_high|e_high_x_n_high|a_low_x_n_high,压力信号感知|恢复阈值|启动与续航|条理能力|表达强度,stress_recovery|workplace|personal_growth|relationships|collaboration,staging_only,false,false
O1_C1_E4_A2_N1,very_low,very_low,high,low,very_low,connective_coordinator,连接驱动协调者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜低情绪 / 低开放 / 低尽责,O_very_low|C_very_low|E_high|A_low|N_very_low,,启动与续航|条理能力|表达强度|现实过滤下的开放|边界表达,collaboration|relationships|workplace|personal_growth|stress_recovery,staging_only,false,false
O1_C1_E4_A2_N2,very_low,very_low,high,low,low,complex_explorer_low_structure,复杂理解型探索者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜低开放 / 低尽责 / 低情绪,O_very_low|C_very_low|E_high|A_low|N_low,,启动与续航|条理能力|表达强度|现实过滤下的开放|边界表达,personal_growth|workplace|collaboration|stress_recovery|relationships,staging_only,false,false
O1_C1_E4_A2_N3,very_low,very_low,high,low,mid,complex_explorer_low_structure,复杂理解型探索者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜低开放 / 低尽责 / 高外向,O_very_low|C_very_low|E_high|A_low|N_mid,,启动与续航|条理能力|表达强度|现实过滤下的开放|边界表达,personal_growth|workplace|collaboration|stress_recovery|relationships,staging_only,false,false
O1_C1_E4_A2_N4,very_low,very_low,high,low,high,sensitive_independent_thinker,敏锐的独立思考者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜低开放 / 低尽责 / 高情绪,O_very_low|C_very_low|E_high|A_low|N_high,c_low_x_n_high|e_high_x_n_high|a_low_x_n_high,压力信号感知|恢复阈值|启动与续航|条理能力|表达强度,workplace|relationships|stress_recovery|personal_growth|collaboration,staging_only,false,false
O1_C1_E4_A2_N5,very_low,very_low,high,low,very_high,overloaded_internalizer,高负荷内耗型,low,generic_band_route,false,high_tension_or_mixed,very_high,实际五维路由｜高情绪 / 低开放 / 低尽责,O_very_low|C_very_low|E_high|A_low|N_very_high,c_low_x_n_high|e_high_x_n_high|a_low_x_n_high,压力信号感知|恢复阈值|启动与续航|条理能力|表达强度,stress_recovery|workplace|personal_growth|relationships|collaboration,staging_only,false,false
O1_C1_E4_A3_N1,very_low,very_low,high,mid,very_low,connective_coordinator,连接驱动协调者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜低情绪 / 低开放 / 低尽责,O_very_low|C_very_low|E_high|A_mid|N_very_low,,启动与续航|条理能力|表达强度|现实过滤下的开放,collaboration|relationships|workplace|personal_growth|stress_recovery,staging_only,false,false
O1_C1_E4_A3_N2,very_low,very_low,high,mid,low,complex_explorer_low_structure,复杂理解型探索者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜低开放 / 低尽责 / 低情绪,O_very_low|C_very_low|E_high|A_mid|N_low,,启动与续航|条理能力|表达强度|现实过滤下的开放,personal_growth|workplace|collaboration|stress_recovery|relationships,staging_only,false,false
O1_C1_E4_A3_N3,very_low,very_low,high,mid,mid,complex_explorer_low_structure,复杂理解型探索者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜低开放 / 低尽责 / 高外向,O_very_low|C_very_low|E_high|A_mid|N_mid,,启动与续航|条理能力|表达强度|现实过滤下的开放,personal_growth|workplace|collaboration|stress_recovery|relationships,staging_only,false,false
O1_C1_E4_A3_N4,very_low,very_low,high,mid,high,sensitive_independent_thinker,敏锐的独立思考者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜低开放 / 低尽责 / 高情绪,O_very_low|C_very_low|E_high|A_mid|N_high,c_low_x_n_high|a_mid_x_n_high|e_high_x_n_high,压力信号感知|恢复阈值|启动与续航|条理能力|表达强度,workplace|relationships|stress_recovery|personal_growth|collaboration,staging_only,false,false
O1_C1_E4_A3_N5,very_low,very_low,high,mid,very_high,overloaded_internalizer,高负荷内耗型,low,generic_band_route,false,high_tension_or_mixed,very_high,实际五维路由｜高情绪 / 低开放 / 低尽责,O_very_low|C_very_low|E_high|A_mid|N_very_high,c_low_x_n_high|a_mid_x_n_high|e_high_x_n_high,压力信号感知|恢复阈值|启动与续航|条理能力|表达强度,stress_recovery|workplace|personal_growth|relationships|collaboration,staging_only,false,false
O1_C1_E4_A4_N1,very_low,very_low,high,high,very_low,connective_coordinator,连接驱动协调者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜低情绪 / 低开放 / 低尽责,O_very_low|C_very_low|E_high|A_high|N_very_low,e_high_x_a_high,启动与续航|条理能力|表达强度|现实过滤下的开放|合作承接,collaboration|relationships|workplace|personal_growth|stress_recovery,staging_only,false,false
O1_C1_E4_A4_N2,very_low,very_low,high,high,low,orderly_supporter,秩序维护型支持者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜低开放 / 低尽责 / 低情绪,O_very_low|C_very_low|E_high|A_high|N_low,e_high_x_a_high,启动与续航|条理能力|表达强度|现实过滤下的开放|合作承接,workplace|relationships|collaboration|personal_growth|stress_recovery,staging_only,false,false
O1_C1_E4_A4_N3,very_low,very_low,high,high,mid,complex_explorer_low_structure,复杂理解型探索者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜低开放 / 低尽责 / 高外向,O_very_low|C_very_low|E_high|A_high|N_mid,e_high_x_a_high,启动与续航|条理能力|表达强度|现实过滤下的开放|合作承接,personal_growth|workplace|collaboration|stress_recovery|relationships,staging_only,false,false
O1_C1_E4_A4_N4,very_low,very_low,high,high,high,sensitive_independent_thinker,敏锐的独立思考者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜低开放 / 低尽责 / 高情绪,O_very_low|C_very_low|E_high|A_high|N_high,c_low_x_n_high|e_high_x_n_high|e_high_x_a_high,压力信号感知|恢复阈值|启动与续航|条理能力|表达强度,workplace|relationships|stress_recovery|personal_growth|collaboration,staging_only,false,false
O1_C1_E4_A4_N5,very_low,very_low,high,high,very_high,overloaded_internalizer,高负荷内耗型,low,generic_band_route,false,high_tension_or_mixed,very_high,实际五维路由｜高情绪 / 低开放 / 低尽责,O_very_low|C_very_low|E_high|A_high|N_very_high,c_low_x_n_high|e_high_x_n_high|e_high_x_a_high,压力信号感知|恢复阈值|启动与续航|条理能力|表达强度,stress_recovery|workplace|personal_growth|relationships|collaboration,staging_only,false,false
O1_C1_E4_A5_N1,very_low,very_low,high,very_high,very_low,connective_coordinator,连接驱动协调者,low,generic_band_route,false,high_tension_or_mixed,very_high,实际五维路由｜低情绪 / 低开放 / 低尽责,O_very_low|C_very_low|E_high|A_very_high|N_very_low,e_high_x_a_high,启动与续航|条理能力|表达强度|现实过滤下的开放|合作承接,collaboration|relationships|workplace|personal_growth|stress_recovery,staging_only,false,false
O1_C1_E4_A5_N2,very_low,very_low,high,very_high,low,orderly_supporter,秩序维护型支持者,low,generic_band_route,false,high_tension_or_mixed,very_high,实际五维路由｜低开放 / 低尽责 / 高宜人,O_very_low|C_very_low|E_high|A_very_high|N_low,e_high_x_a_high,启动与续航|条理能力|表达强度|现实过滤下的开放|合作承接,workplace|relationships|collaboration|personal_growth|stress_recovery,staging_only,false,false
O1_C1_E4_A5_N3,very_low,very_low,high,very_high,mid,orderly_supporter,秩序维护型支持者,low,generic_band_route,false,high_tension_or_mixed,very_high,实际五维路由｜低开放 / 低尽责 / 高宜人,O_very_low|C_very_low|E_high|A_very_high|N_mid,e_high_x_a_high,启动与续航|条理能力|表达强度|现实过滤下的开放|合作承接,workplace|relationships|collaboration|personal_growth|stress_recovery,staging_only,false,false
O1_C1_E4_A5_N4,very_low,very_low,high,very_high,high,sensitive_independent_thinker,敏锐的独立思考者,low,generic_band_route,false,high_tension_or_mixed,very_high,实际五维路由｜低开放 / 低尽责 / 高宜人,O_very_low|C_very_low|E_high|A_very_high|N_high,c_low_x_n_high|e_high_x_n_high|e_high_x_a_high,压力信号感知|恢复阈值|启动与续航|条理能力|表达强度,workplace|relationships|stress_recovery|personal_growth|collaboration,staging_only,false,false
